Course Code,Course Title,Course Description,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
  CSC393H5 , Computer Science Expository Work,This course involves a significant literature search and expository work in any area of Computer Science. This work must be undertaken individually. It is offered by arrangement with a Computer Science faculty member. ,0.5,Science,None,None,None
  CSC397H5 , Topics in Computer Science,"Introduction to a topic of current interest in computer science intended for CSC majors and specialists. Content will vary from year to year. The contact hours for this course may vary in terms of contact type (L, T, P) from year to year, but will be between 24-48 contact hours in total. See the UTM Timetable.",0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
  CSC398H5 , Topics in Computer Science,"Introduction to a topic of current interest in computer science intended for CSC majors and specialists. Content will vary from year to year. This course may include a practical or tutorial component, depending on the topic chosen for the year. The contact hours for this course may vary in terms of contact type (L, T, P) from year to year, but will be between 24-48 contact hours in total. See the UTM Timetable.",0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
  CSC399Y5 , Research Opportunity Program,"This course provides a richly rewarding opportunity for students in their third or fourth year to work in the research project of a professor in return for 399Y course credit. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. See Experiential and International Opportunities for more details.",1.0,Science,None,None,None
  CSC404H5 , Video Game Design,"An introduction to the concepts and techniques for the design and development of electronic games. Topics include: game history, social issues and story elements. The software engineering, artificial intelligence and graphics elements for video games. Level and model design. Audio elements. Real-world aspects of the gaming industry, including the business of game development, design teams and game promotion. Assignments test practical skills in game development, with a team implementation of a complete video game as a course project.",0.5,Science,None,Two of (CSC301H5 or CSC318H5 or CSC384H5 or CSC418H1),CSC404H1
  CSC409H5 , Scalable Computing,"We investigate computation in the large -- utilizing many CPUs with large amounts of memory, large storage and massive connectivity -- to solve computationally complex problems involving big data, serving large collections of users, in high availability, global settings. Our investigation covers both theoretical techniques and current, applied tools used to scale applications on the desktop and in the cloud. Topics include caching, load balancing, parallel computing and models of computation, redundancy, failover strategies, use of GPUs, and noSQL databases. ",0.5,Science,None,CSC309H5 and CSC369H5 and CSC373H5,None
  CSC413H5 , Neural Networks and Deep Learning,An introduction to neural networks and deep learning. Backpropagation and automatic differentiation. Architectures: convolutional networks and recurrent neural networks. Methods for improving optimization and generalization. Neural networks for unsupervised and reinforcement learning.,0.5,Science,None,CSC311H5 or CSC411H5,CSC321H5 or CSC321H1 or CSC413H1 or CSC421H1
  CSC415H5 , Introduction to Reinforcement Learning ,"Reinforcement learning is a powerful paradigm for modeling autonomous and intelligent agents interacting with the environment, and it is relevant to an enormous range of tasks, including robotics, game playing, consumer modeling and healthcare. This course provides an introduction to reinforcement learning intelligence, which focuses on the study and design of agents that interact with a complex, uncertain world to achieve a goal. We will study agents that can make near-optimal decisions in a timely manner with incomplete information and limited computational resources.",0.5,Science,None,CSC311H5,CSC498H5 (Winter 2021 and Fall 2021)
  CSC420H5 , Introduction to Image Understanding,"This class is an introduction to fundamental concepts in image understanding, the sub-discipline of artificial intelligence that tries to make the computers ""see"". It will survey a variety of interesting vision problems and techniques. Specifically, the course will cover image formation, features, object and scene recognition and learning, multi-view geometry and video processing. It will also feature recognition with RGB-D data. The goal of the class will be to grasp a number of computer vision problems and understand basic approaches to tackle them for real-world applications.",0.5,Science,None,CSC263H5 and (CSC338H5 or CGPA 3.5),CSC420H1
  CSC422H5 , Cryptography and Computational Complexity,"A rigorous introduction to the theory of cryptography from the perspective of computational complexity. The relationship of cryptography to the ""P=NP"" question. As time permits, topics will be chosen from: (i) definitions of different kinds of pseudorandom generators, relationships between them, and ways of constructing them; (ii) secure sessions using shared private key cryptography and public key cryptography; (iii) signature schemes. ",0.5,Science,MAT301H5,CSC363H5,None
  CSC423H5 , Computer Forensics,"Investigation of digital devices that contain evidence, including mobile and handheld devices. Topics include the analysis of memory dumps, event logs, and application caches using existing digital forensic tools as well as the development of new tools to uncover evidence and to work around the use of anti-forensics. Tools and investigations must be clearly documented, so this course contains a significant writing component. ",0.5,Science,None,CSC333H5 and CSC369H5,None
  CSC427H5 , Computer Security,"Network attacks and defenses, operating system vulnerabilities, application security (e-mail, Web, databases), viruses, spyware, social engineering attacks, privacy and digital rights management. The course will cover both attack techniques and defense mechanisms.",0.5,Science,None,CSC347H5 and CSC369H5,None
  CSC428H5 , Human-Computer Interaction,"Understanding human behaviour as it applies to user interfaces: work activity analysis, observational techniques, questionnaire administration and unobtrusive measures. Operating parameters of the human cognitive system, task analysis and cognitive modelling techniques and their application to designing interfaces. Interface representations and prototyping tools. Cognitive walkthroughs, usability studies and verbal protocol analysis. Case studies of specific user interfaces.",0.5,Science,A course in PSY and CSC209H5,CSC318H5 and (STA246H5 or STA256H5 or ECO227Y5),CSC428H1
  CSC458H5 , Computer Networks,"Computer networks with an emphasis on systems programming of real networks and applications. Computer network architectures, protocol layers, network programming, and performance analysis. Transmission media, encoding systems, switching, multiple access arbitration. Network routing, congestion control, flow control. Transport protocols, real-time, multicast, social networks.",0.5,Science,None,CSC209H5 and CSC258H5 and CSC263H5,CSC458H1 and CSCD58H3
  CSC469H5 , Operating Systems Design and Implementation,"An in-depth exploration of the major components of operating systems with an emphasis on the techniques, algorithms, and structures used to implement these components in modern systems. Project-based study of process management, scheduling, memory management, file systems, and networking is used to build insight into the intricacies of a large concurrent system.",0.5,Science,None,CSC369H5,CSC469H1
  CSC475H5 , Introduction to Reinforcement Learning,"This course provides an introduction to reinforcement learning intelligence, which focuses on the study and design of agents that interact with a complex, uncertain world to achieve a goal. The course covers Markov decision processes, reinforcement learning, planning, and function approximation (online supervised learning). Applications to computer vision, robotics, etc. are explored, and common RL algorithms are analyzed and implemented. ",0.5,Science,None,CSC311H5 and STA256H5,None
  CSC476H5 , Introduction to Continuum Robotics,An introduction to continuum robots. Topics include continuum robot design; mechanisms and actuation; kinematic modeling; motion planning and control; and sensing. Topics covered in the lecture will be implemented and explored in a practical environment using continuum robots. ,0.5,Science,CSC384H5 and CSC411H5,CSC338H5 and CSC376H5 and MAT224H5,None
  CSC477H5 , Introduction to Mobile Robotics,"An introduction to mobile robotic systems from a computational, as opposed to an electromechanical, perspective. Definitional problems in robotics and their solutions both in practice and by the research community. Topics include algorithms, probabilistic reasoning and modeling, optimization, inference mechanisms, and behavior strategies.",0.5,Science,CSC384H5 and CSC311H5 and MAT224H5,CSC209H5 and (MAT223H5 or MAT240H5) and MAT232H5 and (STA246H5 or STA256H5) and CSC376H5,None
  CSC478H5 , Robotic Perception,This course focuses on perception algorithms for robotics applications and sensors. The aim is to provide an understanding of the challenges encountered when deploying perception algorithms on a robot and introduce some of the tools and algorithms typically used to address these challenges. The algorithms will also be implemented and evaluated using real-world data from common use-cases.,0.5,Science,CSC338H5,CSC373H5 and (CSC311H5 or CSC321H5) and CSC376H5,CSC498H5 (Winter 2022)
  CSC479H5 , Advanced Algorithms for Robotics ,"Enabling safe and interactive robotic autonomy requires broad technical capabilities for perception, decision-making, and control. Building such capabilities involves numerous complex design decisions and algorithmic challenges. Following upon a first exposure to robotics, this course will provide advanced algorithmic and learning based tools for the development and deployment of intelligent robotic systems. It will focus on presenting state estimation, robotic vision, and learning-based planning and control techniques and present these techniques in different robotic application settings.",0.5,Science,CSC376H5 and CSC413H5,CSC311H5 and CSC375H5,None
  CSC488H5 , Compilers and Interpreters,"Compiler organization, compiler writing tools, use of regular expressions, finite automata and content-free grammars, scanning and parsing, runtime organization, semantic analysis, implementing the runtime model, storage allocation, code generation.",0.5,Science,CSC209H5,CSC258H5 and CSC263H5 and CSC324H5,CSC488H1
  CSC490H5 , Capstone Design Course,"This course gives students experience solving a substantial problem that may span several areas of Computer Science. Students will define the scope of the problem, develop a solution plan, produce a working implementation, and present their work using written, oral and (if suitable) video reports. Class time will focus on the project, but may include some lectures. The class will be small and highly interactive. Topics, themes and required preparation will vary by instructor.",0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,CSC490H1 or CSC491H1
  CSC492H5 , Computer Science Implementation Project,This course involves a significant implementation project in any area of Computer Science. The project may be undertaken individually or in small groups. The project is offered by arrangement with a Computer Science faculty member.,0.5,Science,None,At least three 300-level CSC half-courses and permission of the department.,CSC494H1 or CSC495H1 or CSCD94H3 or CSCD95H3
  CSC493H5 , Computer Science Expository Work,This course involves a significant literature search and expository work in any area of Computer Science. This work must be undertaken individually. It is offered by arrangement with a Computer Science faculty member.,0.5,Science,None,At least three 300-level CSC half-courses and permission of the department.,None
  CSC496H5 , Topics in Robotics,"Introduction to a topic of current interest in robotics intended for CSC majors and specialists. Content will vary from year to year but will always maintain a robotics focus. The contact hours for this course may vary in terms of contact type (L, T, P) from year to year, but will be between 24-48 contact hours in total. See the UTM Timetable.",0.5,Science,None,CSC376H5. Additional required prerequisite(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
  CSC497H5 , Topics in Computer Science,"Introduction to a topic of current interest in computer science intended for CSC majors and specialists. Content will vary from year to year. This course may include a practical or tutorial component, depending on the topic chosen for the year. The contact hours for this course may vary in terms of contact type (L, T, P) from year to year, but will be between 24-48 contact hours in total. See the UTM Timetable.",0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
  CSC498H5 , Topics in Computer Science,"Introduction to a topic of current interest in computer science intended for CSC majors and specialists. Content will vary from year to year. This course may include a practical or tutorial component, depending on the topic chosen for the year. The contact hours for this course may vary in terms of contact type (L, T, P) from year to year, but will be between 24-48 contact hours in total. See the UTM Timetable.",0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
  CSC499Y5 , Research Opportunity Program,"This course provides a richly rewarding opportunity for students in their third or fourth year to work in the research project of a professor in return for 499Y course credit. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. See Experiential and International Opportunities for more details.",1.0,Science,None,None,None
  DRE121H5 , Traditions of Theatre and Drama,An introductory survey of the forms and history of world drama from the classical period to the nineteenth century in its performance context. May include later works influenced by historical forms and one or more plays in the Theatre Erindale schedule of production. May include a research performance component. This course is also listed as ENG121H5. ,0.5,Humanities,None,None,DRM100Y1 or ENG125Y1
  DRE122H5 , Modern and Contemporary Theatre and Drama,An introductory survey of the forms and history of world drama from the late nineteenth century to the present in its performance context. May include film adaptations and one or more plays in the Theatre Erindale schedule of productions. May include a research performance component. This course is also listed as ENG122H5. ,0.5,Humanities,None,None,DRM100Y1 or ENG125Y1
  DRE200H5 , Canadian Theatre History,"A survey of the history of theatre in Canada, with particular emphasis on developments since the mid-twentieth century. ",0.5,Humanities,None,"DRE/ENG121H5 and ENG122H5, or permission of the U of T Mississauga program director.",DRM268H1
  DRE201H5 , Acting,"A practical introduction to the art and craft of performance, intended for students with little or no previous experience or training. The course uses a range of acting exercises to teach critical thinking, active listening, specificity of action, intention of thought, and team building. Students will engage in text analysis, collective creation, storytelling, physical and vocal exercises, and character development, in the process cultivating skills transferable to their chosen career path. This course is ideally suited for any student seeking to enhance their interpersonal and presentation skills. ",0.5,Humanities,None,None,DRS121H5 or DRS122H5
  DRE221Y5 , Shakespeare,"A study of about twelve plays by Shakespeare, representing the different periods of his career and the different genres he worked in (comedy, history, tragedy). Such plays as: Romeo and Juliet; A Midsummer Night's Dream; Richard II; Henry IV, parts I and II; Henry V; Twelfth Night; Measure for Measure; Hamlet; King Lear; Antony and Cleopatra; The Tempest. The course provides an in-depth theatre-historical and practical introduction to Shakespeare's work and gives students the opportunity to engage with a wide range of approaches to the staging of his plays. ",1.0,Humanities,None,"DRE121H5 or ENG121H5, and DRE122H5 or ENG122H5 Students who do not meet the prerequisite may petition the department in writing for approval to take the course. See the guidelines for written petitions on the department website.",ENG220Y5 or DRE224H5 or DRE226H5 or DRE370H5
  DRE222H5 , The Performance Text,"An introduction to the techniques of dramaturgical analysis, through the study of a range of texts to which students might be exposed as theatre practitioners and audience members. Focus will be on the relationship between the performance event and its associated written text. Examples will emphasize modern and contemporary drama, as well as a range of styles, and will include one or more Theatre Erindale productions, and other appropriate productions, as well as a practical workshop component. ",0.5,Humanities,None,(DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) or permission of U of T Mississauga program director,DRE240H5 or DRE242H5 or DRE244H5 or DRE246H5
  DRE224H5 , Introduction to Shakespeare,"This course introduces students to Shakespeare. Lectures equip them with historical knowledge about literature, politics, and the theatre in Shakespeare's time. Tutorials help them to grapple with Shakespeare's language, versification, and stagecraft. By the end of the course students will have a new framework within which to understand - and interrogate - the enduring power of Shakespeare's work. ",0.5,Humanities,None,Open to students who have successfully completed at least 4.0 full credits. Students who do not meet the prerequisite but are enrolled in any 100-level ENG or DRE course (except ENG100H5) may petition the department in writing for approval to take the course. See the guidelines for written petitions on the department website.,ENG220Y5 or DRE221Y5 or ENG223H5
  DRE226H5 , Shakespeare in the Theatre,"This course introduces students to Shakespeare’s plays as works of theatre. We will study the spaces and performance practices for which these texts were originally written and explore how subsequent generations of theatre makers approached, adapted, and repurposed them for different performance venues and styles, and from different aesthetic, cultural, and political perspectives, from the seventeenth century to our own time, in Britain, North America, and beyond the English-speaking world. The course will include screenings of select landmark productions.",0.5,Humanities,None,Open to students who have successfully completed (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5).,DRE221Y5
  DRE299Y5 , Research Opportunity Program,"This course provides a richly rewarding opportunity for students in their second year to work in the research project of a professor. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Project descriptions for the following fall-winter session are posted on the ROP website in mid-February and students are invited to apply at that time. See Experiential and International Opportunities for more details.",1.0,Humanities,None,4.0 credits.,None
  DRE305H5 , Studies in Indigenous Performance,"Topic for this course vary from year to year, depending on faculty research interests. The course may cover such matters as interdisciplinary approaches to Indigenous storytelling in experimental film, new media, digital arts and performance, including community collaboration, public spaces, archival or historical content, participatory performance, and decentralized theatre. It may include a practical workshop component and attending a rehearsal for an Indigenous lead production in Toronto. ",0.5,Humanities,DRE200H5 and DRE222H5,"4.0 full credits, including (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) or permission of the UTM program director",None
  DRE342H5 , Studies in Twentieth Century Performance Styles,"A seminar on a topic chosen by the instructor, having a particular focus on twentieth century theories of performance. Includes optional practical workshop component. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE344H5 , Studies in Theatre and Drama 1,"Topic varies from year to year, depending on faculty research interests. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE346H5 , Studies in Theatre and Drama 2,"Topic varies from year to year, depending on faculty research interests. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE347H5 , Studies in Theatre and Drama 3,"Topic varies from year to year, depending on faculty research interests. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE348H5 , Production Dramaturgy,Plays from the Western theatrical tradition in contemporary productions. ,0.5,Humanities,None,(DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) and (DRE200H5 or DRE220H5) and DRE222H5 or permission of the U of T Mississauga program director.,None
  DRE352H5 , Stage to Screen,"A theoretical and historical study of the relationship between live and recorded media, with special consideration of the translation/adaption from theatrical production to film and television production. Discussion will focus on case studies. Includes optional practical workshop component. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE356H5 , Theory of Drama,"A study of theories of drama, theatre and performance, with a special emphasis on semiotics. Topics will include the relationship between theatre and other modes of social interaction (the fashion show, the political convention), theatre and other performing arts, and theatre/drama as a literary genre. May include one or more Theatre Erindale and other productions in the syllabus. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE358H5 , The Audience and the Theatre,"A theoretical and historical examination of the theatrical performance with a focus on the role of the audience. Topics will include the shifting relationship with performers, both collaborative and manipulative, a reflection on what makes theatre audiences different from other audiences, and what precisely happens at various stages of the playgoing experience. The second part of the semester will be devoted to a series of historical case studies, ranging from ancient Greece through Shakespearian England to 17th-century Spain and 20th-century Germany. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE360H5 , Developmental Dramaturgy,"A theoretical, historical, and practical study of the process of developmental dramaturgy. The course will include a survey and analysis of historical and contemporary interpretations of the role of dramaturgy in the creation of new work. Students will also participate in the practical application of dramaturgical strategies and techniques.",0.5,Humanities,None,(DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) and (DRE200H5 or DRE220H5) and DRE222H5,None
  DRE362H5 , Playwriting,"An introduction to the art and craft of writing for the stage. Through a variety of practical exercises, students will be encouraged to explore the unique properties of the theatrical environment. Topics for investigation will include general issues (such as language, plot structure, characterization, metaphor, and symbolism, etc.) as well as issues specific to the theatrical context (such as theatrical time and space, movement, engagement with an audience, relationship to other theatre practitioners, etc.). The class will involve writing in and out of class, as well as exercises in effective and constructive critique of one another's work. ",0.5,Humanities,None,"[4.0 full credits, including (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5)] or permission of instructor. In some years, a portfolio submission will be required. Contact the undergraduate advisor for details.",None
  DRE363H5 , Workshop in Playwriting,"This course is a continued exploration in writing for the stage for students who have already written one act or solo plays. Participant playwrights will complete a full-length play, incorporate complex structures and anti-structure, and advance their voices and skills as playwrights. The class will workshop scenes and prepare staged readings of participant work. A major focus of this course will be processes of development and revision while working with directors, actors, dramaturgs, and other collaborators.",0.5,Humanities,None,"A minimum of 4.0 credits, including (DRE121H5 or ENG121H5) and (DRE122H5  or ENG122H5) and DRE362H5 and permission of instructor. A portfolio submission may be required at the instructor’s discretion, contact the undergraduate advisor for portfolio requirements and submission deadlines.",None
  DRE366H5 , Women in Theatre,"Topics in the history of women in English-language theatre. Topics will vary from year to year, depending on available faculty. May include a practical workshop component. ",0.5,Humanities,None,"4.0 full credits, including DRE/ENG121H5 and DRE/ENG122H5; or permission of the UTM program director.",None
  DRE370H5 , Exploring Shakespeare in Performance,"In this course, students will be introduced to contemporary theatrical approaches to the most canonical of dramatists. Through selected theoretical readings, interviews, practical exercises, and screenings of recent productions, we will explore tensions between reverential and radical treatments of the Shakespearean text, including topics such as the politics of casting, the role of the director, and the authority of the actor. The course will ask what it means to stage Shakespeare now and will equip students to develop their own and conceptual and theatrical responses to that question. ",0.5,Humanities,None,"Open to students who have successfully completed at least 4.0 full credits, including (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) and DRE226H5.",DRE221Y5
  DRE380H5 , Repertory Theatre in Practice: The Shaw Festival,"A study of the role of repertory theatre in the historical and current development of dramatic literature and performance practices, held-on-site at the Shaw Festival in Niagara-on-the-Lake, Ontario. Students will attend productions and lectures, interview actors, directors, designers, and administrators, and collaborate on a staged reading with the assistance of company members. Topics may include the performance history of plays by Shaw, Chekhov, Ibsen, Wilde, and other playwrights within the Festival's mandate, the analysis of production elements from the perspectives of directors, actors, and designers, and the relevance of ""classical"" drama for the modern world. There is a nonrefundable fee associated with this course beyond tuition, for which the accepted students are responsible.",0.5,Humanities,Any DRE course on the 300- or 400-level and ENG340H5 and ENG341H5,"6.0 credits, including DRE121H5 and DRE122H5 and DRE200H5, and DRE222H5 or approved equivalent courses.",None
  DRE392H5 , Independent Study 1,"An independent project in theatre and drama studies, chosen by the student and supervised by a member of the faculty. The form of the project will be determined in consultation with the supervisor. A written proposal, signed by the supervisor, must be submitted for approval to the Program Director by May 15 if an ""F"" course, by November 1 if an ""S"" course. Proposal forms are available from the Undergraduate Advisor. Independent Study courses may not be taken simultaneously.",0.5,Humanities,None,"Permission of the U of T Mississauga program director, and completion of three DRM/DRE/DRS credits.",DRM390Y5 or DRE390Y5
  DRE394H5 , Independent Study 2,"An independent project in theatre and drama studies, chosen by the student and supervised by a member of the faculty. The form of the project will be determined in consultation with the supervisor. A written proposal, signed by the supervisor, must be submitted for approval to the Program Director by May 15 if an ""F"" course, by November 1 if an ""S"" course. Proposal forms are available from the Undergraduate Advisor. Independent Study courses may not be taken simultaneously.",0.5,Humanities,None,"Permission of the U of T Mississauga program director, and completion of three DRM/DRE/DRS credits.",DRM390Y5 or DRE390Y5
  DRE399Y5 , Research Opportunity Program,"For senior undergraduate students who have developed some knowledge of a discipline and its research methods, this course offers an opportunity to work on the research project of a professor. Students enrolled have an opportunity to become involved in original research, develop their research skills and share in the excitement and discovery of acquiring new knowledge. Project descriptions for the following fall-winter session are posted on the ROP website in mid-February and students are invited to apply at that time. See Experiential and International Opportunities for more details.",1.0,Humanities,None,permission of instructor,None
  DRE405H5 , Topics in Indigenous Performance,"This senior research and creation seminar will explore topics in contemporary Indigenous performance. These topics will vary with faculty research interests; course may cover such matters as intergenerational cross-cultural collaboration, Anishinaabe star and land knowledge, working with culturally-codified objects, contextualizing projects in non-institutional spaces, international inter-indigenous productions, community outreach, and Indigenous feminisms and futurisms. The course may include a practical workshop component or a capstone research or performance project. ",0.5,Humanities,None,9 credits including (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) and either (DRE200H5 or DRE222H5). Students who do not meet the prerequisite may petition the department in writing for approval to take the course. See the guidelines for written petitions on the department website.,None
  DRE420H5 , Senior Seminar 1,A senior research seminar in Theatre and Performance. Topic will vary with instructor. ,0.5,Humanities,None,"9 credits, including (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) and (DRE200H5 or DRE222H5) or permission of the U of T Mississauga program director",None
  DRE422H5 , Senior Seminar II,A senior research seminar in Theatre and Performance. Topic will vary with instructor. ,0.5,Humanities,None,"9 credits, including (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) and (DRE200H5 or DRE222H5); or permission of the U of T Mississauga program director",None
  DRE463H5 , Senior Seminar III,A senior research seminar in performance and popular culture. Topic will vary with instructor. ,0.5,Humanities,None,"9 credits, including (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5) and (DRE200H5 or DRE222H5); or permission of the U of T Mississauga program director",None
  DRS121H5 , Acting 1,"(Offered at Sheridan College) This course will introduce the elements of practical Vocal, Physical, Textual, and Improvisational training for the novice actor, together with an Introduction to Theatre Organization, with an emphasis on releasing the natural impulse. In addition, the student will spend a minimum of 3 hours per week (averaged) in Stagecraft Labs gaining basic backstage and front-of-house skills, and in production-related duties. Typical production tasks are concentrated in 3- to 9-week periods and may include evenings and/or Saturdays.",0.5,Humanities,None,None,None
  DRS122H5 , Acting 2,"(Offered at Sheridan College) The continuation of Acting 1. Stagecraft Labs are replaced, outside class hours, by a minimum of 3 hours per week (average) of production-related duties over the term.",0.5,Humanities,None,DRS121H5 and (DRE121H5 or ENG121H5),None
  DRS221H5 , Acting 3,"(Offered at Sheridan College) Half of this course will continue and build upon the work begun in first year in Voice, Text, and Movement. The other half will be an Introduction to Scene Study, including character analysis for the actor, with realistic material from the Canadian and International repertoire. The student will be assigned a minimum of 75 hours of production-related duties outside class time over the year; typical tasks are concentrated in 3- to 9-week periods and may include evenings and/or Saturdays.",0.5,Humanities,None,At least 4.0 credits including DRS121H5 and DRS122H5 and (DRE121H5 or ENG121H5) and (DRE122H5 or ENG122H5),None
  DRS222H5 , Acting 4,(Offered at Sheridan College) The continuation of DRS221H5 Acting 3.,0.5,Humanities,None,DRS221H5,None
  DRS321H5 , Acting 5,"(Offered at Sheridan College) Vocal, Physical, and Interpretive Techniques for the developing actor now become more specialized. Unarmed Combat, Period Movement, Contact Improvisation, Ensemble Singing, Intermediate Voice, Professional Practice, and various classical and contemporary styles are included (components may vary with the availability of Guest Instructors). In addition, each student will be scheduled regularly for a half-hour Tutorial to work on acting problems in a one-on-one situation.",0.5,Humanities,None,DRS222H5 and (DRE200H5 or DRE220H5) and DRE222H5,None
  DRS322H5 , Acting 6,"(Offered at Sheridan College) The continuation of DRS321H5, Acting 5. Tutorials culminate in the major solo performance and dramaturgy exercise called the Junior Project.",0.5,Humanities,None,DRS321H5,None
  DRS325H5 , Production 1,"(Offered at Sheridan College) The student will be cast in a public production, involving 12-33 hours of rehearsal and performance evenings and Saturdays for up to 9 weeks of the term. (Note that, at this level, evening classes in other departments are not possible.)",0.5,Humanities,None,DRS222H5 and (DRE200H5 or DRS220H5) and DRE222H5,None
  DRS326H5 , Production 2,"(Offered at Sheridan College) The student will be cast in a second public production, involving 12-33 hours of rehearsal and performance evenings and Saturdays for up to 10 weeks of the term. (Note that, at this level, evening classes in other departments are not possible.)",0.5,Humanities,None,DRS325H5,None
  DRS421H5 , Acting 7,"(Offered at Sheridan College) Work on Voice, Text, and Movement continues at an advanced level. Solo Singing, Senior Voice, Character Mask, Dance for Actors, and an Introduction to Sword are included (components may vary with the availability of Guest Instructors). Regular half-hour Tutorials continue, with emphasis on the development of individual audition material. Professional Practice classes include cold reading, mock auditions, and the realities of acting as a business. Styles include Acting for the Camera and other Media Workshops, as well as classes that could range from the Greeks to the Absurdists.",0.5,Humanities,None,DRS322H5 and DRS326H5 and 1.0 DRE credit at 300 level,None
  DRS422H5 , Acting 8,"(Offered at Sheridan College) The continuation of DRS421H5, Acting 7.",0.5,Humanities,None,DRS421H5,None
  DRS425H5 , Production 3,"(Offered at Sheridan College) The student will be cast in a third public production, involving 12-33 hours of rehearsal and performance evenings and Saturdays for up to 9 weeks of the term. (Note that, at this level, evening classes in other departments are not possible.)",0.5,Humanities,None,DRS326H5 and 1.0 DRE credit at 300 level.,None
  DRS426H5 , Production 4,"(Offered at Sheridan College) The student will be cast in a fourth public production, involving 12-33 hours of rehearsal and performance evenings and Saturdays for up to 10 weeks of the term. (Note that, at this level, evening classes in other departments are not possible.)",0.5,Humanities,None,DRS425H5,None
  DTS201H5 , Introduction to Diaspora and Transnational Studies I,"An interdisciplinary introduction to the study of diaspora, with particular attention to questions of history, globalization, cultural production and the creative imagination. Material will be drawn from Toronto as well as from diasporic communities in other times and places. ",0.5,"Humanities, Social Science",None,None,DTS201H1 or DTSB01H3
  DTS202H5 , Introduction to Diaspora and Transnational Studies II,"A continuation of DTS201H5. An interdisciplinary introduction to the study of diaspora, with particular attention to questions of history, globalization, cultural production and the creative imagination. Material will be drawn from Toronto as well as from diasporic communities in other times and places.",0.5,Humanities,None,None,DTS200Y1 and DTS202H1 and DTSB02H3
  DTS301H5 , Topics in Diaspora and Transnational Studies,An examination of issues on Diaspora and Transnational Studies. Content in any given year depends on instructor. See Department of Historical Studies website at www.utm.utoronto.ca/historicalstudies for details. ,0.5,Humanities,DTS201H5 or DTS202H5,None,None
  DTS401H5 , Advanced Topics in Diaspora and Transnational Studies,An in-depth examination of issues on Diaspora and Transnational Studies. Content in any given year depends on instructor. See Department of Historical Studies website at www.utm.utoronto.ca/historicalstudies for details. ,0.5,Humanities,None,None,None
  ECO101H5 , Principles of Microeconomics,"An introduction to the basic concepts and techniques of microeconomic theory, including: price determination through supply and demand, market failure, microeconomic theories of households and firms, and market structure.",0.5,Social Science,None,None,ECO100Y5 or ECO101H1 or ECO100Y1 or ECO105Y1 or MGEA01H3 or MGEA02H3
  ECO102H5 , Principles of Macroeconomics,"An introduction to the basic concepts and techniques of macroeconomic theory, including: the determination and measurement of national income, money and banking, monetary and fiscal policy in closed and open economies.",0.5,Social Science,None,ECO101H5 or ECO101H1,ECO100Y5 or ECO102H1 or ECO100Y1 or ECO105Y1 or MGEA05H3 or MGEA06H3
