Course Code,Course Title,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
 FRE453H5 , Teaching French Culture ,0.5,Humanities,None,FRE354H5 and 0.5 credit at the 300-level from among the FRE Language Teaching and Learning courses.,FRE353H5
 FRE482H5 , Creative Writing ,0.5,Humanities,None,FRE382H5,FSL482H5
 FRE487H5 , Advanced Topics in Experimental French Linguistics ,0.5,Humanities,None,0.5 credit from the French Linguistics category plus 0.5 FRE 300-level credit determined annually contingent on course content.,None
 FRE488H5 ,  Advanced Topics in Theoretical French Linguistics  ,0.5,Humanities,None,0.5 credit from the French Linguistics category plus 0.5 FRE 300-level credit determined annually contingent on course content.,None
 FRE489H5 , The Structure of the Syllable in Romance Languages ,0.5,Humanities,None,FRE376H5 and  FRE377H5 and ( FRE385H5 or  LIN229H5) and any 0.5 credit of FRE Linguistics or LIN at the 300-level,None
 FRE490Y5 , Senior Essay ,1.0,Humanities,None,1.0 credit of FRE at the 300-level relevant to the topic of study,None
 FRE491H5 , Independent Study ,0.5,Humanities,None,1.0 credit of FRE at the 300-level relevant to the topic of study,None
 FRE492H5 , Independent Study ,0.5,Humanities,None,1.0 credit of FRE at the 300-level relevant to the topic of study,None
 FSC100H5 , The Real CSI ,0.5,Science,None,None,FSC239Y5
 FSC101H5 , The Real Law & Order ,0.5,Science,None,FSC100H5,None
 FSC210H5 , Physical Evidence and Microscopy ,0.5,Science,None,FSC239Y5,None
 FSC220H5 , Introduction to Forensic Psychology ,0.5,Science,None,PSY100Y5,None
 FSC239Y5 , Introduction to Forensic Science ,1.0,Science,None,None,None
 FSC271H5 , Ethics and Professionalism in Forensic Science ,0.5,Science,None,FSC239Y5,None
 FSC300H5 , Forensic Identification ,0.5,Science,None,FSC239Y5 and  FSC271H5,None
 FSC302H5 , Advanced Forensic Identification ,0.5,Science,None,FSC300H5,None
 FSC303H5 , Techniques of Crime Scene Investigation ,0.5,Science,None,FSC239Y and  FSC271H5,FSC300H5 or  FSC302H5
 FSC307H5 , Missing Persons DVI and Unidentified Human Remains ,0.5,Science,None,( ANT202H5 or  BIO207H5). Priority given first to students enrolled in the Forensic Specialist Program and Forensic Science Majors.,None
 FSC311H5 , Forensic Chemistry ,0.5,Science,FSC239Y5 and  CHM311H5,CHM211H5 and ( CHM110H5 and  CHM120H5) or  CHM140Y5,None
 FSC314H5 , Current Trends in Forensic Biology ,0.5,Science,None,"BIO152H5,  FSC239Y5,  FSC271H5",None
 FSC315H5 , Forensic Biology ,0.5,Science,None,BIO206H5 and  BIO207H5,None
 FSC316H5 , Forensic Anatomy ,0.5,Science,None,FSC239Y5 and  FSC271H5,None
 FSC320H5 , Forensic Psychopathology ,0.5,Science,None,FSC220H5 and  FSC271H5,None
 FSC330H5 , Best Practices in Forensic Science ,0.5,Science,None,FSC271H5,None
 FSC335H5 , Forensic Epistemology and Theory  ,0.5,Science,None,FSC239Y5 and  FSC271H5,None
 FSC340H5 , Research Design ,0.5,Science,None,FSC271H5,None
 FSC350H5 , Special Topics in Forensic Science ,0.5,Science,None,FSC239Y5 or permission of instructor,None
 FSC351H5 , Advanced Topics in Forensic Science ,0.5,Science,None,FSC239Y5 or permission of instructor,None
 FSC360H5 ," Evidence, Law and Forensic Science in Canada ",0.5,Social Science,None,FSC239Y5 and  FSC271H5,None
 FSC361H5 , Mental Illness and the Criminal Justice System ,0.5,Social Science,None,FSC271H5,FSC350H5 (Special Topics in Forensic Science: Mental Health & the Law)
 FSC370H5 , Forensic Psychopharmacology ,0.5,Science,None,FSC239Y5 and  FSC271H5 and  BIO152H5,None
 FSC371H5 , The Science of Cannabis ,0.5,Science,None,FSC370H5,None
 FSC399Y5 , Research Opportunity Program ,1.0,Science,None,None,None
 FSC401H5 , Forensic Pathology ,0.5,Science,FSC271H5,FSC239Y5 and ( FSC316H5 or  BIO210Y5),None
 FSC402H5 , Forensic Toxicology ,0.5,Science,FSC271H5,FSC239Y5 and [( CHM110H5 and  CHM120H5) or  CHM140Y5],None
 FSC403H5 , Forensic Analytical Toxicology ,0.5,Science,CHM311H5 and  FSC402H5,FSC239Y5 and  CHM211H5,None
 FSC406H5 , Introduction To 3D Crime Scene Mapping And Reconstruction ,0.5,Science,None,FSC300H5 or  FSC303H5,None
 FSC407H5 , Forensic Identification Field School ,0.5,Science,None,[ FSC239Y5 and ( FSC300H5 and  FSC302H5)] or Permission of Instructor,None
 FSC415H5 , Advanced Methods in Forensic Biology ,0.5,Science,None,FSC315H5,None
 FSC416H5 , Population Genetics ,0.5,Science,None,( ANT202H5 or  BIO207H5) and  STA215H5,EEB459H1
 FSC420H5 , Field and Lab Methods in Forensic Psychology ,0.5,Social Science,None,FSC220H5 and  PSY344H5,None
 FSC430H5 , Seminar in Forensic Science ,0.5,"Science, Social Science",None,FSC360H5,None
 FSC439H5 , Forensic Anthropology Case Analysis ,0.5,Science,None,ANT439H5,None
 FSC481Y5 , Internship in Forensic Science ,1.0,Science,None,"Enrolment in a Forensic Science Specialist Program and completion of the forensic program statistics course(s) requirement and any third-level IDENT
course, and permission of instructor.",FSC482H5 or  FSC483H5 or  FSC485H5
 FSC482H5 , Professional Practice in Forensic Science ,0.5,Science,None,Enrolment in a Forensic Science Specialist Program and completion of the forensic program statistics course(s) requirement and any third level IDENT course and permission of instructor.,FSC481Y5
 FSC483H5 , Collaborative Research Internship ,0.5,Science,None,"Enrolment in a Forensic Science Specialist Program and completion of the forensic program statistics course(s) requirement and any third-level IDENT
course and permission of instructor.",FSC481Y5 or  FSC489Y5 or  FSC485H5
 FSC485H5 , Professional Opportunity in Forensic Science ,0.5,Science,None,Completion of the forensic program statistics course(s) requirement and any third-level IDENT course and permission of instructor.,FSC483H5 or  FSC481Y5
 FSC489H5 , Advanced Independent Project ,0.5,"Social Science, Science",(Restricted to Forensic Science Specialists and Majors.),Permission of Program Director.,None
 FSL105H5 , Functional French-Novice ,0.5,Humanities,None,All students are REQUIRED to complete the French Placement Test (https://frenchpt.utm.utoronto.ca/) before enrolling in ANY FSL or FRE language course for the FIRST time.,FSL100H1. Not open to students who have previously studied French and not open to native speakers of French.
 FSL106H5 , Functional French-Advanced Beginner ,0.5,Humanities,None,FSL105H5 or the equivalent as determined by the department's Placement Test.  Before enrolling in a French language course for the first time all students MUST complete the Placement Test (https://frenchpt.utm.utoronto.ca/).,"FSL102H1. Grade 11 and Grade 12 Core French and all grade levels in French Immersion, Extended French, and French Secondary Schools."
 FSL205Y5 , Functional French-Intermediate ,1.0,Humanities,None,FSL106H5 or the equivalent as determined by the department's French Placement Test. All students are REQUIRED to complete the French Placement Test (https://frenchpt.utm.utoronto.ca/) before enrolling in ANY FSL or FRE language course for the FIRST time.,"FSL121Y1. Grade 12 Core French and all high school grade levels in French Immersion, Extended French, and French Secondary Schools."
 FSL305Y5 , Functional French-High Intermediate ,1.0,Humanities,None,FSL205Y5Y or equivalent as determined by the department's French Placement Test.  All students are REQUIRED to complete the French Placement Test (https://frenchpt.utm.utoronto.ca/) before enrolling in ANY FSL or FRE language course for the FIRST time.,"( FRE180H5 and  FRE181H5) or  FSL221Y1. All high school grade levels in French Immersion, Extended French, and French Secondary Schools."
 FSL405H5 , Functional French-Advanced I ,0.5,Humanities,None,FSL305Y5 or the equivalent as determined by the department's Placement Test.  All students are REQUIRED to complete the French Placement Test (https://frenchpt.utm.utoronto.ca/) before enrolling in ANY FSL or FRE language course for the FIRST time.,FSL321Y1 or  FRE180H5 or  FRE181H5 or  FRE280Y5 or  FRE283H5 or  FRE383H5. Not open to francophones and/or holders of the French baccalauréat but contingent on the results of the French Placement Test.
 FSL406H5 , Functional French-Advanced II ,0.5,Humanities,None,FSL405H5 or the equivalent as determined by the department's French Placement Test.  All students are REQUIRED to complete the French Placement Test (https://frenchpt.utm.utoronto.ca/) before enrolling in ANY FSL or FRE language course for the FIRST time.,FSL321Y1 or  FRE180H5 or  FRE181H5 or  FRE280Y5 or  FRE283H5 or  FRE383H5. Not open to francophones or holders of the French baccalaureat but contingent on the results of the Placement Test.
 FSL466H5 , French for Business Communication ,0.5,Humanities,None,None,FSL366H5
 GER100Y5 , Introductory German ,1.0,Humanities,None,None,Exclusions:  GER101H1 or equivalent
 GER200Y5 , Intermediate German ,1.0,Humanities,None,GER100Y5 or  GER101H1 or permission of department.,GER200H1 or  GER201H1
 GER204H5 , Masterpieces in German Literature in Translation ,0.5,Humanities,None,None,None
 GER205H5 , Introduction to German Literature ,0.5,Humanities,None,GER100Y5 or  GER101H1 or permission of department.,GER204H1
 GER250H5 ,  Introduction to German Culture ,0.5,Humanities,None,None,GER150H5
 GER299Y5 , Research Opportunity Program ,1.0,Humanities,None,None,None
 GER300Y5 , Advanced German ,1.0,Humanities,None,GER200Y5 or  GER201H1,GER301H1
 GER303H5 , German Current Events Through Print and Online News Media ,0.5,Humanities,None,GER300Y5,None
 GER305H5 , German Literature: From the 18th to the 21st century ,0.5,Humanities,None,GER100Y5 or  GER205H5,None
 GER320H5 , Topics in German Literature ,0.5,Humanities,None,"GER205H5,  GER305H5",None
 GER330H5 , Topics in German Cultural Studies ,0.5,Humanities,GER150H5,"GER204H5,  GER205H5",None
 GER335H5 , Post-War German Culture and Literature: Memory and the Holocaust ,0.5,Humanities,GER250H5 and 0.5 of 300/400 level literature or culture course.,None,None
 GER353H5 , German National Cinemas ,0.5,Humanities,None,None,"GER351H5,  GER352H5"
 GER354H5 , Topics in German Cinema Studies ,0.5,Humanities,GER353H5,None,"GER351H5, GER352H5"
 GER355H5 , The Theatre of Bertolt Brecht ,0.5,Humanities,None,GER205H5 and  GER305H5.,GER355Y5
 GER370H5 , German for a Global Context: Business and International Relations I ,0.5,Humanities,None,GER200Y5 or  GER201H1 or permission of the department.,None
 GER371H5 , German for a Global Context: Business and International Relations II ,0.5,Humanities,None,GER370H5 or permission of the department,None
 GER450H5 , Advanced Seminar in German Literature ,0.5,Humanities,None,"GER204H5 and  GER205H5, and 0.5 of 300/400 level literature or culture course",None
 GER475H5 , Advanced Seminar in German Cultural Studies ,0.5,Humanities,None,"GER205H5 and  GER305H5, and 0.5 of 300/400 level literature or culture course.",None
 GER490H5 , Independent Study ,0.5,Humanities,None,Written permission of the instructor and of the Department to be obtained by May 1st for the Fall Session; by November 1st for the Winter Session.,None
 GGR111H5 , Human Geography ,0.5,Social Science,None,None,GGR117Y5
 GGR112H5 , Physical Geography ,0.5,Science,None,None,GGR117Y5
 GGR201H5 , Introduction to Geomorphology ,0.5,Science,None,GGR112H5 or  ENV100Y5,GGR201H1
 GGR202H5 , Geography of Canada ,0.5,Social Science,None,4.0 credits,GGR228Y5 or  GGR246H1
 GGR207H5 ," Cities, Urbanization and Development ",0.5,Social Science,None,4.0 credits,GGR124H1 or a combination of any two of: GGRA03H3 or  GGRB05H3 or  GGRC10H3
 GGR208H5 , Population Geography ,0.5,Social Science,None,4.0 credits,GGR255H5 or  GGR323H1 or  GGR320H1 or  GGRC02H3
 GGR209H5 , Economic Geography ,0.5,Social Science,None,4.0 credits,GGR220H1 or  GGR221H1 or  GGRA02H3 or  GGRC27H3
 GGR210H5 , Social Geographies ,0.5,Social Science,None,4.0 credits,None
 GGR214H5 , Global Weather and Climate ,0.5,Science,None,4.0 credits including  GGR112H5 or  ENV100Y5,None
 GGR217H5 , Fundamentals of Hydrology ,0.5,Science,None,4.0 credits including  GGR112H5 or  ENV100Y5,None
 GGR227H5 , Ecosystems and Environmental Change ,0.5,Science,None,4.0 credits including  GGR112H5 or  ENV100Y5,None
 GGR252H5 , Retail Geography ,0.5,Social Science,None,4.0 credits,GGR252H1
 GGR265H5 , (Under)development and Health  ,0.5,Social Science,None,4.0 credits,None
 GGR276H5 , Spatial Data Science I ,0.5,Science,None,4.0 credits,GGR270H1
 GGR277H5 , Social Research Methods in Geography ,0.5,Social Science,None,4.0 credits,GGR271H1 or  GGRC31H3
 GGR278H5 , Geographical Information Systems ,0.5,Science,None,4.0 credits,None
 GGR300H5 , Special Topics in Human Geography ,0.5,Social Science,None,9.0 credits including  GGR277H5 and permission of instructor,None
 GGR304H5 , Dendrochronology ,0.5,Science,None,9.0 credits including [ GGR276H5 and ( GGR214H5 or  GGR227H5) or permission of instructor],None
 GGR305H5 , Biogeography ,0.5,Science,None,9.0 credits,GGR305H1
 GGR307H5 , Environmental Soil Science ,0.5,Science,None,9.0 credits,None
 GGR309H5 , Wetland Ecosystems ,0.5,Science,None,9.0 credits,None
 GGR311H5 , Landscape Biogeography ,0.5,Science,None,9.0 credits,None
 GGR313H5 , Gender and the City ,0.5,Social Science,GGR277H5 and  GGR278H5,9.0 credits,GGR327H1
 GGR315H5 , Physical Hydrology ,0.5,Science,None,9.0 credits including  GGR214H5 or  GGR217H5,None
 GGR316H5 , Landforms ,0.5,Science,None,9.0 credits including  GGR201H5 or Permission of Instructor,None
 GGR317H5 , The Cryosphere: Canada's Frozen Environments ,0.5,Science,None,9.0 credits including  GGR214H5 or  GGR217H5,None
 GGR318H5 , Political Geography ,0.5,Social Science,None,9.0 credits,None
 GGR319H5 , Landscapes of Belonging ,0.5,Social Science,None,9.0 credits of which 1.0 credit must be GGR or ENV,None
 GGR321H5 , Geographic Information Processing ,0.5,Science,GGR276H5,8.5 credits and  GGR278H5,None
 GGR322H5 , GIS and Population Health ,0.5,"Social Science, Science",GGR276H5,(8.5 credits and  GGR278H5) or permission of instructor,None
 GGR325H5 , Business and Industrial Geography ,0.5,Social Science,None,9.0 credits,GGR326H1 or  GGR378H1
 GGR329H5 , Environment and the Roots of Globalization ,0.5,Social Science,None,9.0 credits,None
 GGR333H5 , Energy and Society ,0.5,Social Science,None,9.0 credits,None
 GGR335H5 , Remote Sensing Applications ,0.5,Science,None,8.5 credits and ( GGR272H5 or  GGR276H5 or  GGR278H5 or  GGR337H5),None
 GGR337H5 , Environmental Remote Sensing ,0.5,Science,None,9.0 credits,GGR337H1
 GGR338H5 , Environmental Modeling ,0.5,Science,None,9.0 credits including  GGR276H5,None
 GGR349H5 , Cities in Transition ,0.5,Social Science,GGR207H5 and  GGR361H5,9.0 credits,GGR339H1
 GGR353H5 , Disease and Death ,0.5,Social Science,GGR111H5,9.0 credits,GGR450H1 or  GGR451H1
 GGR361H5 , City Planning and Development ,0.5,Social Science,GGR207H5 and  GGR349H5,9.0 credits,JGI346H1
 GGR362H5 , Exploring Urban Neighbourhoods ,0.5,Social Science,None,9.0 credits,None
 GGR363H5 , Global Migration and Health ,0.5,Social Science,GGR210H5,9.0 credits including  GGR353H5,None
 GGR365H5 , Trade and Globalization ,0.5,Social Science,None,9.0 credits,None
 GGR370H5 , The Geography of Transportation ,0.5,Social Science,GGR276H5,9.0 credits including  GGR278H5,None
 GGR372H5 , Geographical Analysis of Land Resources ,0.5,Science,None,9.0 credits including  GGR278H5 or permission of instructor,None
 GGR374H5 , Water Quality and Stream Ecosystems ,0.5,Science,None,9.0 credits including  GGR217H5 or  GGR227H5 or  BIO205H5,None
 GGR375H5 , Physical Environment of the City ,0.5,Science,"GGR214H5 or  GGR217H5 or  GGR272H5,  GGR276H5 or  GGR278H5",9.0 credits,None
 GGR376H5 , Spatial Data Science II ,0.5,Science,None,9.0 credits including  GGR276H5 or permission of instructor,None
 GGR377H5 , Global Climate Change ,0.5,Science,None,9.0 credits including  GGR112H5 or  ENV100Y5,ENV377H5
 GGR379H5 , Field Methods in Physical Geography ,0.5,Science,None,1.0 credits from: ( GGR201H5 or  GGR214H5 or  GGR217H5 or  GGR227H5) and 1.0 credits from any other GGR/ENV SCi course(s) and 2.0 credits from any science courses and permission of instructor,None
 GGR382H5 , Digital Mapping and Principles of Cartography ,0.5,"Social Science, Science",GGR276H5 and  STA256H5,9.0 credits including  GGR278H5,GGR272H5
 GGR383H5 , Contaminants in the Environment ,0.5,Science,None,[8.0 credits and (1.0 credit from  GGR201H5 or  GGR214H5 or  GGR217H5 or  GGR227H5)] or permission of instructor,None
 GGR384H5 , Climatology of Canadian Landscapes ,0.5,Science,None,9.0 credits including  GGR214H5 or  GGR217H5,None
 GGR385H5 , Indigenizing Space and Place ,0.5,Social Science,GGR111H5 and  GGR210H5,9.0 credits,None
 GGR387H5 , Food and Globalization ,0.5,Social Science,None,9.0 credits,GGR329H1 or  GGRC29H3
 GGR389H5 , Field Studies in Human Geography ,0.5,Social Science,None,8.0 credits including  GGR111H5 and  GGR207H5 and  GGR210H5 and  GGR277H5,GGR382H1
 GGR399Y5 , Research Opportunity Program ,1.0,None,GGR276H5 or  GGR277H5 or  GGR278H5,9.0 credits,None
 GGR404H5 , Paleoenvironmental Change ,0.5,Science,None,14.0 credits including 0.5 credit from:  GGR214H5 or  GGR304H5 or  GGR305H5 or  GGR384H5 or  ERS321H5 or permission of instructor,None
 GGR406H5 , Environmental Biogeochemistry ,0.5,Science,None,14.0 credits or permission of instructor,None
 GGR407H5 , Ecohydrology ,0.5,Science,None,GGR315H5 or a combination of  GGR217H5 plus one of ( GGR305H5 or  GGR307H5 or  GGR309H5 or  GGR374H5 or  BIO311H5 or  BIO330H5),None
 GGR415H5 , Geographies of Indigenous Health ,0.5,Social Science,None,14.0 credits including  GGR353H5,None
 GGR418H5 , Geopolitics ,0.5,Social Science,None,14.0 credits,GGR439H1
 GGR420H5 , Geography of Finance and Financial Crisis ,0.5,Social Science,GGR207H5 and  GGR209H5 and  GGR325H5 and  GGR329H5 and  GGR349H5 and  GGR365H5,14.0 credits,None
 GGR426H5 , The Geographies of Human Rights ,0.5,Social Science,GGR202H5 and  GGR208H5 and  GGR313H5,14.0 credits,None
 GGR437H5 , Cloud-based Image Analysis ,0.5,Science,None,14.0 credits including  GGR337H5 or permission of instructor,None
 GGR440H5 , Drone Remote Sensing ,0.5,Science,None,14.0 credits including  GGR337H5,None
 GGR442H5 , GIS Capstone Project ,0.5,Science,None,[12.0 credits and  GGR276H5 and  GGR278H5 and (1.0 credit from  GGR321H5 or  GGR335H5 or  GGR337H5 or  GGR376H5 or  GGR382H5 or  GGR463H5) and (1.0 credit from  GGR311H5 or  GGR370H5 or  GGR372H5 or  GGR384H5 or  GGR437H5 or  GGR440H5)] or permission of instructor.,None
 GGR444H5 , Space Time Data Analysis ,0.5,Science,None,13.5 credits and  GGR321H5,None
 GGR461H5 , Advanced Urban Planning ,0.5,Social Science,GGR361H5,14.0 credits including any one of:  GGR207H5 or  GGR361H5 or  GGR349H5,None
 GGR463H5 , Geographic Information Analysis and Processing ,0.5,Science,None,14.0 credits including  GGR321H5,None
 GGR479H5 , Special Topics in Physical Geography ,0.5,Science,None,14.0 credits or permission of instructor,None
 GGR484H5 , The Climate of the Arctic ,0.5,Science,None,14.0 credits including  GGR214H5 or  GGR317H5 or permission of instructor,None
 GGR489H5 , Special Topics in Human Geography ,0.5,Social Science,None,14.0 credits or permission of instructor,None
 GGR494H5 , Special Topics in GIS ,0.5,Science,None,14.0 credits or permission of instructor,None
 GGR497H5 , Human Geography Independent Research Project ,0.5,Social Science,None,14.0 credits and permission of instructor,None
 GGR498H5 , Physical  Geography Independent Research Project ,0.5,Science,None,14.0 credits and permission of instructor,None
 GRK211H5 , Introductory Ancient Greek I ,0.5,Humanities,None,None,GRK100Y1 or  GRK101H1
 GRK212H5 , Introductory Ancient Greek II ,0.5,Humanities,None,GRG211H5 or  GRK101H1,GRK100Y1 or  GRK102H1
 GRK213H5 , Introductory Ancient Greek III ,0.5,Humanities,None,GRK212H5 or  GRK102H1,GRK200Y1 or  GRK201H1
 GRK221H5 , Intermediate Ancient Greek ,0.5,Humanities,None,GRK213H5 or  GRK201H1,GRK200H1 or  GRK202H1
 HIN211H5 , Introductory Hindi I ,0.5,Humanities,None,All students who are enrolling in an HIN language course for the first time are required to complete a language assessment questionnaire. Students who have not completed an assessment cannot be approved for course enrolment. Please visit https://www.utm.utoronto.ca/language-studies/language-course-assessment-questionnaires,HIN212Y5 or  LGGA70H3 or  LGGA71H3
 HIN212H5 , Introductory Hindi II ,0.5,Humanities,None,HIN211H5 or appropriate language level as indicated by the language assessment questionnaire (https://www.utm.utoronto.ca/language-studies/language-course-assessment-questionnaires).,HIN212Y5 or  LGGA70H3 or  LGGA71H3
 HIN311H5 , Readings in Hindi ,0.5,Humanities,None,HIN212Y5 or the permission of the instructor.,None
 HIN312H5 , Intermediate Hindi I ,0.5,Humanities,None,HIN212Y5 or as indicated by results from language assessment  questionnaire.,HIN312Y5
 HIN313H5 , Intermediate Hindi II ,0.5,Humanities,None,HIN212Y5 or as indicated by language assessment questionnaire.,HIN312Y5
 HIN411H5 , Hindi Culture and Media ,0.5,Humanities,HIN312Y5,None,None
 HIN412Y5 , Advanced Hindi ,1.0,Humanities,None,HIN312Y5,None
 HIS101H5 , Introduction to History ,0.5,Humanities,None,None,HIS102H5 and  HIS103H5 and  HIS104H5 and  HIS105H5 and  HIS106H5 and  HIS107H5 and  HIS108H5
 HIS102H5 ," A History of Discoveries and Inventions in the Ancient, Medieval, and Early Modern World. ",0.5,Humanities,None,None,HIS101H5 and  HIS103H5 and  HIS104H5 and  HIS105H5 and  HIS106H5 and  HIS107H5 and  HIS108H5
 HIS103H5 , Revolutions in History ,0.5,Humanities,None,None,HIS101H5 and  HIS102H5 and  HIS104H5 and  HIS105H5 and  HIS106H5 and  HIS107H5 and  HIS108H5
 HIS104H5 , A History of Here ,0.5,Humanities,None,None,HIS101H5 and  HIS102H5 and  HIS103H5 and  HIS105H5 and  HIS106H5 and  HIS107H5 and  HIS108H5
 HIS105H5 , A Brief History of Capitalism ,0.5,Humanities,None,None,HIS101H5 and  HIS102H5 and  HIS103H5 and  HIS104H5 and  HIS106H5 and  HIS107H5 and  HIS108H5
 HIS106H5 , A History of Sex ,0.5,Humanities,None,None,HIS101H5 and  HIS102H5 and  HIS103H5 and  HIS104H5 and  HIS105H5 and  HIS107H5 and  HIS108H5.
 HIS107H5 , Critical Historiography ,0.5,Humanities,None,None,HIS101H5 and  HIS102H5 and  HIS103H5 and  HIS104H5 and  HIS105H5 and  HIS106H5 and  HIS108H5.
 HIS108H5 , Encounters Across the Atlantic ,0.5,Humanities,None,None,HIS101H5 and  HIS102H5 and  HIS103H5 and  HIS104H5 and  HIS105H5 and  HIS106H5 and  HIS107H5.
 HIS200H5 , Topics in History ,0.5,Humanities,None,None,None
 HIS201H5 , Introduction to Middle Eastern History ,0.5,Humanities,None,None,None
 HIS203H5 , The Making of the Atlantic World (1000-1800) ,0.5,Humanities,None,None,None
 HIS204H5 ," History of the Ottoman Empire, 1299-1923 ",0.5,Humanities,None,None,None
 HIS210H5 , Introduction to Digital Humanities ,0.5,Humanities,None,None,None
 HIS211H5 , Screening History ,0.5,Humanities,None,None,None
 HIS212H5 , The History of Capitalism ,0.5,Humanities,None,None,None
 HIS213H5 , A History of the Present ,0.5,Humanities,None,None,None
 HIS214H5 , Comparative Genocide ,0.5,Humanities,None,None,None
 HIS221H5 , Themes in Medieval History ,0.5,Humanities,None,None,May not be taken with or after  HIS220Y5.
 HIS222H5 , Eastern Europe Since 1815 ,0.5,Humanities,None,None,None
 HIS230H5 , Introduction to European History 1300-1815 ,0.5,Humanities,None,None,None
 HIS236H5 , Introduction to British History ,0.5,Humanities,None,None,None
 HIS241H5 , Introduction to 19th-Century European History ,0.5,Humanities,None,None,HIS241H1
 HIS242H5 , Introduction to Contemporary European History ,0.5,Humanities,None,None,HIS242H1
 HIS250H5 , Introduction to Russian History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS250Y1
 HIS255H5 , Introduction to Histories of Extraction and the Environment ,0.5,"Humanities, Social Science",None,None,None
 HIS261H5 , Introduction to Canadian History ,0.5,Humanities,None,None,HIS263Y1 and may not be taken with or after  HIS263Y5.
 HIS262H5 , What is Canada? ,0.5,Humanities,None,None,HIS263H5 and  HIS263Y5
 HIS263Y5 , The History of Canada ,1.0,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5.,None,HIS262H5
 HIS271H5 ," US History, Colonial Era to 1877 ",0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS271Y1 or  HIS272Y5
 HIS272H5 ," US History, 1877-present ",0.5,Humanities,HIS101H5  or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS272Y5 and  HIS271Y1
 HIS282H5 , Introduction to South Asian History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS282Y1 and  HISB57H3
 HIS284H5 , Introduction to East Asian History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS107Y1
 HIS285H5 , War and Memory in Modern East Asia ,0.5,Humanities,None,None,HIS381H5
 HIS290H5 , Introduction to Latin American History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS291H1 and  HIS292H1
 HIS295H5 , Introduction to African History ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS295Y1
 HIS299Y5 , Research Opportunity Program ,1.0,Humanities,None,Completion of at least 4.0 and not more than 9.0 credits.,None
 HIS300H5 , Islam and Muslims in the Balkans ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS301H5 , North Africa and Western Asia Before World War I ,0.5,Humanities,None,HIS201H5,HIS392H5 (Winter 2019 and Fall 2020)
 HIS306H5 , The Cold War ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS242H5 or  HIS250H5).,None,HIS401H1 and  HIS401Y1
 HIS307H5 , The Russian Revolutions of 1917 ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,A course in modern European history.,None
 HIS308H5 , Themes in the History of Women Before 1800 ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS309H5 , Anglo-Saxon England ,0.5,Humanities,( HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5) and ( HIS221H5 or  HIS327Y5 or another course in medieval history).,None,None
 HIS310H5 , The History of Women Since 1800 ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,None
 HIS311H5 , Introduction to Canadian International Relations ,0.5,Humanities,HIS101H5 or  HIS102H5 or  HIS103H5 or  HIS104H5 or  HIS105H5 or  HIS106H5 or  HIS107H5 or  HIS108H5,None,HIS311Y1 and  HISC46H3
 HIS312H5 , Canadian Communities 1600-2000 ,0.5,Humanities,None,HIS262H5 or  HIS263Y5,HIS312H1 or  HISC45H3
